-0.8929958515335952	-2.380836003547821
-0.8860399704273599	-2.3112820692197236
-0.8759563379228418	-2.242128001818978
-0.8627609356148711	-2.173499572854291
-0.8464806619405906	-2.105536731425892
-0.827148706107296	-2.0383780698004887
-0.8048044804324327	-1.9721605407889409
-0.7794935399931798	-1.9070191784662407
-0.751267489749436	-1.8430868228033186
-0.7201838793295616	-1.7804938487722177
-0.6863060856933932	-1.719367900477068
-0.6497031839117671	-1.6598336308530255
-0.6104498063260201	-1.602012447464016
-0.5686259903746372	-1.5460222649176583
-0.52431701539732	-1.4919772644022748
-0.4776132287492335	-1.4399876608363615
-0.42870279446497533	-1.3900273393814313
-0.37920702484624386	-1.3405281596340466
-0.3297112552275124	-1.2910289798866619
-0.28021548560878035	-1.241529800139277
-0.23071971599004862	-1.1920306203918916
-0.18122394637131703	-1.1425314406445068
-0.1317281767525853	-1.093032260897122
-0.08223240713385355	-1.043533081149737
-0.0327366375151219	-0.9940339014023521
0.016759132103609853	-0.9445347216549672
0.06625490172234164	-0.8950355419075823
0.11575067134107342	-0.8455363621601972
0.165246440959805	-0.7960371824128125
0.2147422105785366	-0.7465380026654276
